Critical Spares,H2,CRS170A,62226046,1:1 Modem Switch,Speedcast GSI Gov,In-House,In House 05.15.20 |,9/2/2020,Ed Lapasota
Critical Spares,H2,CRS170A,62226051,1:1 Modem Switch,Speedcast GSI Gov,In-House,In House 05.15.20 |,9/2/2020,Ed Lapasota
Critical Spares,H2,CRS170A,62226052,1:1 Modem Switch,Speedcast GSI Gov,In-House,In House 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,E2,VBUCC10AXXXXXX,204240,Paradise 10W C_Band vBUC,QAF,On-Site,Shipped to QAF 03.11.20,9/2/2020,Ed Lapasota
Critical Spares,E2,VBUCC10AXXXXXX,205981,Paradise 10W C_Band vBUC,QUZ,On-Site,Shipped to QUZ 03.11.20,9/2/2020,Ed Lapasota
Critical Spares,E2,VBUCK10AXXXXXX,L208680-5 / 205102,Paradise 10W Ku_Band VBUC,Speedcast GSI Gov,In-House,VBUCK10AAXXXXXX is Model/N |  06.15.20 Returned from Bill 0'Hare,9/2/2020,Ed Lapasota
Critical Spares,E2,VBUCK10AXXXXXX,L208680-5 / 205274,Paradise 10W Ku_Band VBUC,Speedcast GSI Gov,In-House,VBUCK10AAXXXXXX is Model/N |  06.15.20 Returned from Bill 0'Hare,9/2/2020,Ed Lapasota
Critical Spares,D2,31K-04A563R02,4-138,Paradise 4 WATT Ku-BAND BUC,Speedcast GSI Gov,Missing,Find which site shipped,9/2/2020,Ed Lapasota
Critical Spares,D2,31K-04A563R03,4-252,Paradise 4 WATT Ku-BAND BUC,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,J2,31K-04A563R04,4-132,Paradise 4 WATT Ku-BAND BUC,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,J2,31K-04A563R05,4-250,Paradise 4 WATT Ku-BAND BUC,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,J2,31K-04A563R06,4-215,Paradise 4 WATT Ku-BAND BUC,Speedcast GSI Gov,In-House,Unit in house | Test Rk 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,J2,31K-04A563R07,4-198,Paradise 4 WATT Ku-BAND BUC,Speedcast GSI Gov,In-House,Unit in house | Test Rk 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K840388B0006,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,Unit in house | Verified In House 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K540388B0005,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,Unit in house | Shipping to MLCA 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K840388B0003,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,Unit in house | Verified In House 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K540388B0001,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,Unit in house | Verified In House 05.15.20 | CART - TEST 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K140388B0005,"CPI Codan , 8 Watt, Ku-Band BUC",MCLA,In-Shipping,Unit in house | Shipping to MLCA 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K140388B0007,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,Unit in house | Verified In House 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K840388B0004,"CPI Codan , 8 Watt, Ku-Band BUC",QFI,In-House,Unit in house - Verified In House 05.15.20 | Shipped to QFI 06.19.20 ,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K840388B0009,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-Repair,TO BE RETURNED FOR REPAIR,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,J340388B0013,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-Repair,TO BE RETURNED FOR REPAIR,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,J240388B0006,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-Repair,Returned from QJA - John Kayanek Return to vendor (Pressure window) - 7/9/20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K140388B0008,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,Returned from QJA - John Kayanek - 7/9/20,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K140388B0001,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,INV.09.02.20 |,9/2/2020,Ed Lapasota
