STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1648,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1649,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1650,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1651,,
STD,7/23/2020,Ed Lapasota,Unit in house - USED,Speedcast/GSI Gov ,1652,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1653,,
STD,7/23/2020,Ed Lapasota,Unit in house - USED (LIGHTLY),Speedcast/GSI Gov ,1654,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW - SCREW ON COVER,Speedcast/GSI Gov ,1655,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW - SCREW ON COVER,Speedcast/GSI Gov ,1656,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1657,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1658,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW - SCREW ON COVER,Speedcast/GSI Gov ,1659,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW - SCREW ON COVER,Speedcast/GSI Gov ,1660,,
STD,7/23/2020,Ed Lapasota,Unit in house - Used,Speedcast/GSI Gov ,1661,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1662,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1663,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1664,,
STD,7/23/2020,Ed Lapasota,Unit in house - NEW,Speedcast/GSI Gov ,1665,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1666,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1667,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1668,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1669,,
STD,7/23/2020,Ed Lapasota,OBSOLETE USED WITH OLD PARADISE CONTROLLERS,Speedcast/GSI Gov ,1670,,
STD,7/23/2020,Ed Lapasota,OBSOLETE USED WITH OLD PARADISE CONTROLLERS,Speedcast/GSI Gov ,1671,,
STD,7/23/2020,Ed Lapasota,Unit in house STORED AT GNSC,Speedcast/GSI Gov ,1672,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1673,,
STD,7/23/2020,Ed Lapasota,(To be Located)Pre-testing in FAA-TB Rack EQ #3 - VERIFY S/N,Speedcast/GSI Gov ,1674,,
STD,7/23/2020,Ed Lapasota,To be Located,Speedcast/GSI Gov ,1675,,
STD,7/23/2020,Ed Lapasota,To be Located,Speedcast/GSI Gov ,1676,,
STD,7/23/2020,Ed Lapasota,To be Located,Speedcast/GSI Gov ,1677,,
MISSING,7/23/2020,Ed Lapasota,Unit in house ****LOCATE UNIT****,Speedcast/GSI Gov ,1678,,
MR,3/27/2020,Ed Lapasota,Shipped to GGW 03.27.20,GGW,1679,,
MISSING,7/23/2020,Ed Lapasota,To be Located,Speedcast/GSI Gov ,1680,,
MR,4/17/2020,Ed Lapasota,Shipped to RSW 04.17.20 ,Speedcast/GSI Gov ,1680,,
STD,5/15/2020,Ed Lapasota,Unit in house 05.15.20 ,Speedcast/GSI Gov ,1680,,
STD,6/4/2020,Ed Lapasota,NQX Test Rack 06.04.20 ,Speedcast/GSI Gov ,1681,,
REPAIR,6/8/2020,Ed Lapasota, Failed during test RMA 06.08.20 ship date TBD ,Speedcast/GSI Gov ,1682,,
MR,3/11/2020,Ed Lapasota,Ship to QUZ 03.11.20,QUZ,1682,,
MR,2/28/2020,Ed Lapasota,Ship to QYB 02.28.20 | In House 05.15.20 | Shipped to QOM 06.04.20 |,QYB,1682,,
STD,5/15/2020,Ed Lapasota,In House 05.15.20,Speedcast/GSI Gov ,1683,,
STD,9/4/2020,Ed Lapasota,Shipped to QOM 06.04.20 ,QOM,1684,,
MR,7/23/2020,Ed Lapasota,Shipping to QXU - TBD |,QXU,1684,,
MR,1/17/2020,Ed Lapasota,Shipped to QJA 01.17.20 ,QJA,1684,,
STD,5/15/2020,Ed Lapasota,In House 05.15.20,Speedcast/GSI Gov ,1684,,
STD,5/29/2020,Ed Lapasota,"TESTING, shipped to QJA 05.29.20 ",Speedcast/GSI Gov ,1685,,
STD,6/15/2020,Ed Lapasota, 06.15.20 returned from QJA Broken card rails ,Speedcast/GSI Gov ,1685,,
MR,5/21/2020,Ed Lapasota,Ship to QJA 5/21/20,QJA,1686,,
MR,6/15/2020,Ed Lapasota,06.15.20 Returned from Bill 0'Hare,Speedcast/GSI Gov ,1687,,
MR,1/23/2020,Ed Lapasota,Returned from GDC RTV-6682 1/23/20,Speedcast/GSI Gov ,1687,,
MR,1/23/2020,Ed Lapasota,"Returned from GDC RTV-6682 1/23/20 |shipped to Vendor - Bad Aggr connection on Backplane 05.15.20 | Returned from Vendor with no change.  Unit Still Loose on Aggr Connector, shipping Back AGAIN 06.2.20 |",Speedcast/GSI Gov ,1687,,
STD,5/15/2020,Ed Lapasota,shipped to Vendor - Bad Aggr connection on Backplane 05.15.20,Speedcast/GSI Gov ,1688,,
STD,6/2/2020,Ed Lapasota,"Returned from Vendor with no change.  Unit Still Loose on Aggr Connector, shipping Back AGAIN 06.2.20 ",Speedcast/GSI Gov ,1689,,
STD,4/17/2020,Ed Lapasota,Shipped to QOM 04.17.20 | Received from QOM - By Chris/Fausto 06.01.20 ***MUST TEST*** |,Speedcast/GSI Gov ,1689,,
STD,5/15/2020,Ed Lapasota,in  House 05.15.20,Speedcast/GSI Gov ,1690,,
STD,5/29/2020,Ed Lapasota,SCG CPV Test Rack 05.29.20 ,Speedcast/GSI Gov ,1690,,
STD,5/15/2020,Ed Lapasota,in  House 05.15.20 ,Speedcast/GSI Gov ,1691,,
STD,5/29/2020,Ed Lapasota,SCG NQX Test Rack 05.29.20,Speedcast/GSI Gov ,1691,,
REPAIR,7/23/2020,Ed Lapasota,"FAILED POWER SUPPLY, PWR SUPPLY HUMMING SOUND ",Speedcast/GSI Gov ,1691,,
REPAIR,6/4/2020,Ed Lapasota,"Returned from Vendor, works with Loopback, further testing to follow 06.01.20 ",Speedcast/GSI Gov ,1692,,
STD,7/23/2020,Ed Lapasota,Installed in NQX Rack,Speedcast/GSI Gov ,1692,,
REPAIR,5/25/2020,Ed Lapasota,BAD PWR SUPPLY - Will not power on.  Bad FAN - Not working 05.25.20,Speedcast/GSI Gov ,1692,,
STD,6/1/2020,Ed Lapasota,"Returned from Vendor, works with Loopback, further testing to follow 06.01.20 ",Speedcast/GSI Gov ,1693,,
STD,7/23/2020,Ed Lapasota,Installed in CPV Rack,,1694,,
MR,6/15/2020,Ed Lapasota,Returned from John Kayanek 06.15.20 ,Speedcast/GSI Gov ,1695,,
MR,7/23/2020,Ed Lapasota,Unit In house,Speedcast/GSI Gov ,1696,,
MR,5/15/2020,Ed Lapasota,Verified In House 05.15.20,Speedcast/GSI Gov ,1696,,
MR,7/23/2020,Ed Lapasota,Returned from BHF ,Speedcast/GSI Gov ,1697,,
STD,5/15/2020,Ed Lapasota,In House 05.15.20,Speedcast/GSI Gov ,1698,,
MR,5/15/2020,Ed Lapasota,Verified In House 05.15.20,Speedcast/GSI Gov ,1698,,
MR,7/23/2020,Ed Lapasota,Returned from QXR ,Speedcast/GSI Gov ,1699,,
STD,5/15/2020,Ed Lapasota,In House 05.15.20 In NQX test rk ,Speedcast/GSI Gov ,1700,,
MR,7/23/2020,Ed Lapasota,Returned from QXR | MUST LOCATE,Speedcast/GSI Gov ,1701,,
STD,5/15/2020,Ed Lapasota,Verified In House 05.15.20 NQX RK |,Speedcast/GSI Gov ,1702,,
STD,5/15/2020,Ed Lapasota,Verified In House 05.15.20,Speedcast/GSI Gov ,1703,,
MR,1/23/2020,Ed Lapasota,Returned from GDC RTV-6682 1/23/20 | MUST LOCATE,Speedcast/GSI Gov ,1704,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1705,,
STD,6/5/2020,Ed Lapasota,Unit in house Verified 06.05.20,Speedcast/GSI Gov ,1706,,
STD,6/5/2020,Ed Lapasota,Unit in house Verified 06.05.20,Speedcast/GSI Gov ,1707,,
STD,6/5/2020,Ed Lapasota,Unit in house Verified 06.05.20,Speedcast/GSI Gov ,1708,,
STD,6/5/2020,Ed Lapasota,Unit in house Verified 06.05.20,Speedcast/GSI Gov ,1709,,
STD,6/5/2020,Ed Lapasota,Unit in house Verified 06.05.20,Speedcast/GSI Gov ,1710,,
STD,7/23/2020,Ed Lapasota,Fully populated FXS/XFO Shelf with (1) ringer module and spare 6131A Modules,Speedcast/GSI Gov ,1711,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1712,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1713,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1714,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1715,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1716,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1717,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1718,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1719,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1720,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1721,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1722,,
STD,7/23/2020,Ed Lapasota,Unit in house,Speedcast/GSI Gov ,1723,,
STD,7/23/2020,Ed Lapasota,,Speedcast/GSI Gov ,1724,,
STD,7/23/2020,Ed Lapasota,STORED ON SITE,Speedcast/GSI Gov ,1725,,
STD,7/23/2020,Ed Lapasota,On Site,EMI Gateway,1726,,
STD,7/23/2020,Ed Lapasota,On Site,EMI Gateway,1727,,
STD,7/23/2020,Ed Lapasota,On Site,EMI Gateway,1728,,
STD,7/23/2020,Ed Lapasota,On Site,EMI Gateway,1729,,
STD,7/23/2020,Ed Lapasota,On Site,EMI Gateway,1730,,
STD,7/23/2020,Ed Lapasota,On Site,EMI Gateway,1731,,
STD,7/23/2020,Ed Lapasota,STORED ON SITE,Speedcast/GSI Gov ,1732,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1733,,
STD,7/23/2020,Ed Lapasota,On Site-Qty 2 cards have no piggy back cards,CMA Gateway,1734,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1735,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1736,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1737,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1738,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1739,,
STD,7/23/2020,Ed Lapasota,On Site,CMA Gateway,1740,,
STD,7/23/2020,Ed Lapasota,in  House,Speedcast/GSI Gov ,1741,,
STD,7/23/2020,Ed Lapasota,in  House,Speedcast/GSI Gov ,1742,,
STD,7/23/2020,Ed Lapasota,in  House,Speedcast/GSI Gov ,1743,,
STD,7/23/2020,Ed Lapasota,in  House,Speedcast/GSI Gov ,1744,,
STD,7/23/2020,Ed Lapasota,in  House,Speedcast/GSI Gov ,1745,,
STD,7/23/2020,Ed Lapasota,in  House,Speedcast/GSI Gov ,1746,,
STD,7/23/2020,Ed Lapasota,"2 Flyaway is GSI NY, 1 Flyaway is TSS Melbourne FL",,1747,,
STD,7/23/2020,Ed Lapasota,"(1) deployed to BHF (,1) deployed to MYAF","MYAF, BHF",1748,,
