AS1916201304,SRTA2200RMXLA,"UPS, Rack Mount",Speedcast GSI Gov ,N3,Critical Spares,In-House,1,Unit in house (To be located),8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
AS1916L01246,SRTA2200RMXLA,"UPS, Rack Mount",Speedcast GSI Gov ,N3,Critical Spares,In-House,1,Unit in house (To be located),8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
AS1911L02204,SRTA2200RMXLA,"UPS, Rack Mount",Speedcast GSI Gov ,N3,Critical Spares,In-House,1,Unit in house (To be located),8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
AS10911L2152,SRTA2200RMXLA,"UPS, Rack Mount",Speedcast GSI Gov ,N3,Critical Spares,In-House,1,Unit in house (To be located),8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
AS1839253762,SRTA2200RMXLA,"UPS, Rack Mount",Speedcast GSI Gov ,N3,Critical Spares,In-House,1,Labeled Fly Away  (SRT750 Series),8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,0800-2444 WR137,C Band rx/tx feed,Speedcast GSI Gov ,E1,Critical Spares,In-House,11,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,7898D,AIRCRAFT WARNING FILTER,Speedcast GSI Gov ,E2,Critical Spares,In-House,3,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,GSI manufactured,Complete k/u feed assembly,Speedcast GSI Gov ,D4,Critical Spares,In-House,1,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,#0800-1789,Ku-band rx/tx cross pol feed only ,Speedcast GSI Gov ,D4,Critical Spares,In-House,1,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,GSI manufactured,Complete c-band feed assembly,Speedcast GSI Gov ,E4,Critical Spares,In-House,3,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,1507HAN (HS1057AN),K/U LNB's ,Speedcast GSI Gov ,D3,Critical Spares,In-House,30,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,3120N,C-Band LNB 5 KHZ,Speedcast GSI Gov ,E3,Critical Spares,In-House,7,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,,De-ICE Material consisting of:,Speedcast GSI Gov ,,Critical Spares,In-House,1,,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,d1995 120 ,vac moisture grid,Speedcast GSI Gov ,F2,Critical Spares,In-House,35,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,e1631 l-180f ,snap disc,Speedcast GSI Gov ,F2,Critical Spares,In-House,7,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,e1635 l-135s ,snap disc,Speedcast GSI Gov ,F2,Critical Spares,In-House,15,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,e1645 f-45 ,snap disc,Speedcast GSI Gov ,F2,Critical Spares,In-House,11,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,Allen Bradely C23 Switch 100-SB10,Contactor & Switch,Speedcast GSI Gov ,,Critical Spares,In-House,5,unit in house ,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,d1090 dp-7ss ,remote control unit with power supply,Speedcast GSI Gov ,F3,Critical Spares,In-House,8,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,,4kw electric heater system,Speedcast GSI Gov ,,Critical Spares,In-House,3,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,M7036,6 inch de-ice ducting kit,Speedcast GSI Gov ,n/a,Critical Spares,In-House,2,material in house stored in GNSC warehouse,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,M7037,7 inch de-ice ducting kit,Speedcast GSI Gov ,n/a,Critical Spares,In-House,2,material in house stoted in GNSC warehouse,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,n/a,Refurbished 2.4m Gore Tex Snow shields,Speedcast GSI Gov ,,Critical Spares,In-House,0,to be recycled at a later date,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,n/a,2.4m Passive snow shield cover,Speedcast GSI Gov ,,Critical Spares,In-House,4,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,,2.4M VERTEX FEED,Speedcast GSI Gov ,,Critical Spares,In-House,1,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,n/a,2.4m ku band feed horn cover,Speedcast GSI Gov ,,Critical Spares,In-House,29,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,,2.4M VERTEX FEED DE-ICE FEED COVER,Speedcast GSI Gov ,,Critical Spares,In-House,4,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,n/a,2.4m C band feed horn cover,Speedcast GSI Gov ,,Critical Spares,In-House,4,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,,C-Band RX Switch,Speedcast GSI Gov ,E3,Critical Spares,In-House,1,Unit in house,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
2866,2SBGS (SM2S-1925-1),C-Band Rx Switch (with Body),Speedcast GSI Gov ,,Critical Spares,In-House,1,Unit in house - USED,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
1811440,2SBGS (SM2S-1925-1),C-Band Rx Switch (with Body),Speedcast GSI Gov ,,Critical Spares,In-House,1,Unit in house - NEW,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
,,C-Band RX Switch Head,Speedcast GSI Gov ,E3,Critical Spares,In-House,0,,8/3/2020,8/3/2020,8/3/2020,Ed LaPosota
